title,company,rating,locations,min_exp,max_exp,min_ctc,max_ctc,skills,job_profile,job_profile_id,avg_ctc,avg_exp
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Architecture, Coding, Servicenow, Problem Solving, Agile, Troubleshooting, Framework, Servicenow Discovery, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,8,800000.0,880000.0,"SAP, Software Engineering, Project Management, Coding, Environment, SAP HCM, PCR, Payroll, Programming, Development, S, Troubleshooting, Payroll Processing, Schema, Configuration, Software Solutions",Software Engineer,3,840000.0,6.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Human Resource Management, Automation, Languages, Agile, Framework, Service Delivery, Scripting, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, SQL, Java, Coding, Javascript, HTML, CSS, Software Development, Full Stack, Agile, Debugging, Backend Development, NoSQL, Fullstack Development, Front",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Architecture, Coding, Master Data Management, Data Governance, Agile, Continuous Integration, MDM, Deployment, Data Integration, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Driving, Software Engineering, Architecture, Coding, Events, Programming, Software Development, Agile, Aura, Agile Methodology, Salesforce Lightning, Software Solutions, Components",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,2,7,800000.0,880000.0,"Software Engineering, Coding, Software Development, C, Embedded C, PTC, AUTOSAR, Windchill, UDS, Technical Skills, Canoe, CAPL, Application Software, Can Bus",Software Engineer,3,840000.0,4.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Pune,12,14,1019999.0,1130000.0,"Reporting, Accounts Payable, Procurement, RPA, Cost Accounting, Order to Cash, R2R, P2P, Oracle Financials, Procure to Pay, Cash, Order Fulfillment, Business Process, Consolidation, Intercompany Accounting, Statutory Reporting",Application Developer,99,1074999.5,13.0
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Navi Mumbai,7,12,810000.0,890000.0,"Data Engineering, Python, SQL, Database Management, ETL, Big Data, Spark, Hadoop, Data Governance, Build, Data Flow, Hive, Optimization, Data Integration, Data Quality, Workflow",Data Engineer,2153,850000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Salesforce, SFDC, Java, Web Development, Javascript, HTML, Programming, CSS, Apex, Continuous Improvement, Technical Skills, Code Review, Configuration, Salesforce Lightning, Components",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, Data Engineering, AWS, SQL, Architecture, Coding, Cloud, ETL, Big Data, GCP, Microsoft Azure, Agile, Data Warehousing, Framework, Storage, NoSQL, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Oracle, Cloud Computing, Coding, Cloud, Software Development, API, Oracle Apps Technical, Agile, Continuous Improvement, Framework, Code Review, Software Solutions",Software Engineer,3,840000.0,5.5
AI / ML Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,7,1739999.0,1930000.0,"Python, Excel, Networking, Artificial Intelligence, Machine Learning, Advanced Excel, ML, Deep Learning, Chatbot, Image Processing, VLOOKUP, Pivot Table, Chatbot Development",Ai Ml Engineer,71603921,1834999.5,4.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Testing, Software Engineering, Python, Coding, SAP BusinessObjects, Programming, Software Development, Agile, Framework, Debugging, Workflow, Design Patterns, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,7,12,800000.0,880000.0,"Software Engineering, Java, Coding, SAP ABAP, Javascript, HTML, SAP BusinessObjects, Database Management, Programming, CSS, SAP HANA, Agile, Technical Skills, Framework, jQuery, Software Solutions, SAP ABAP Development",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bhubaneswar,3,8,800000.0,880000.0,"Software Testing, Software Engineering, Architecture, Coding, Software Development, Agile, Continuous Improvement, Framework, Debugging, Workflow, Agile Methodology, System Architecture, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,7,12,800000.0,880000.0,"ESIC, Writing, SQL, Time Keeping, Dell Boomi, WFM, Scheduler, Workforce Management, Project, Communication Skills, Functional Testing, Tiles, Integration, Kronos, UAT, Integration Testing, Interpersonal Skills, End to End Recruitment, Birt",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, AWS, SQL, Oracle, PLSQL, Application Development, Agile, Schema, Database Design",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"SAP, Software Engineering, Coding, Cloud, API, Agile, Continuous Integration, Troubleshooting, Middleware, Deployment, Integration, Technical Skills, Framework, API Management, Software Solutions, Software Quality, Agile Software Development",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,7,12,800000.0,880000.0,"Software Engineering, Architecture, Coding, Software Development, Agile, Troubleshooting, Technical Skills, Framework, Debugging, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"SAP, Software Testing, Software Engineering, SAP ABAP, SAP HANA, Troubleshooting, Technical Skills, Debugging, SAP Automation, Bapi, Software Solutions, SAP ABAP Development",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Python, Coding, SAP BusinessObjects, Programming, Development, Agile, Continuous Integration, Framework, Debugging, Testing Tools, Design Patterns, Software Solutions, Software Quality",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Automation, Service Management, ITIL, Agile, ITSM, Servicenow ITSM, Scripting, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Atlassian, Software Engineering, Management, Coding, Automation, Software Development, Service Management, JIRA, Agile, Continuous Improvement, Framework, Atlassian JIRA, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Sales, Coding, SAP SD, Distribution, Enterprise, Agile, System, Troubleshooting, Process, Continuous Improvement, Framework, Resource Planning, Workflow, Customization, Software Solutions",Software Engineer,3,840000.0,7.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,810000.0,890000.0,"Data Analytics, Data Engineering, Python, SQL, Analytics, ETL, Big Data, Spark, Microsoft Azure, Development, Data Architecture, Hadoop, Data Flow, Hive, Orchestration, Data Quality, Data Services, Workflow, Data Pipeline",Data Engineer,2153,850000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"SQL, Oracle, Tableau, PLSQL, SAP BO, SAP Analytics Cloud, Development, Data Modeling, Application Design",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,6,11,800000.0,880000.0,"Power BI, Data Engineering, Reporting, Excel, SQL, Management, Operations, Analytics, Database Management, SQL Server, ETL, Automation, Data Visualization, Production Support, Data Bricks, Powerapps, Process Improvement, SSMS, SQL Development",Software Engineer,3,840000.0,8.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, Informatica, ETL, Informatica Powercenter, Software Development, Agile, Data Integration, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, SQL, Java, Coding, SAP ABAP, Javascript, SAP HANA, Communication Skills, Agile, Technical Skills, Framework, Software Solutions, Software Quality, SAP ABAP Development",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bhubaneswar,5,10,800000.0,880000.0,"Software Engineering, Software, Architecture, Coding, Design, Software Development, Agile, Troubleshooting, Continuous Improvement, Technical Skills, Framework, VLOOKUP, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"SQL, Java, Kubernetes, Cloud, MySQL, Spring Boot, GCP, CD, Postgresql, Docker, Boot, Communication Skills, Continuous Integration, Spring, Microservices, Backend Development, JUnit, Rabbitmq, Gitlab CI",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Architecture, Coding, ASP.NET, Software Development, Net MVC, Agile, Troubleshooting, Debugging, MVC, ASP, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Testing, Software Engineering, Java, Coding, SAP BusinessObjects, Programming, Agile, Debugging, Agile Methodology, Performance Tuning, Design Patterns, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Digital Marketing, Software Engineering, Salesforce, SQL, Java, Javascript, HTML, Data, Programming, CSS, Apex, Web Technologies, Technical Skills, J2EE, Workflow, Code Review, Salesforce Lightning, Components",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Testing, Software Engineering, Web Development, Coding, Servicenow, Javascript, HTML, CSS, UI, Agile, Scrum, Web Technologies, Framework, Time Management, Ajax, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Testing, Software Engineering, Python, Coding, Programming, Agile, Continuous Improvement, Python Development, Framework, Debugging, Software Design, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Testing, Software Engineering, Coding, ETL Testing, ETL, Communication Skills, Analytical, Agile, Data Warehousing, Technical Skills, Data Integration, Software Solutions, Data Warehouse ETL Testing",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,7,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Incident Management, Agile, Technical Skills, Framework, Code Review, Software Solutions",Software Engineer,3,840000.0,4.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, DevOps, SQL, Java, SAP BusinessObjects, Database Management, Programming, Agile, Spring, Technical Skills, Framework, Hibernate, J2EE, Code Review, Configuration",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, DevOps, Coding, Environment, Software Development, Agile, Continuous Integration, Deployment, Configuration Management, Microsoft Azure DevOps, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Angular, Spring Boot, Software Development, Postgresql, Boot, Agile, Spring, Framework, J2EE, Rest, Code Review, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Javascript, HTML, CSS, Languages, Agile, Technical Skills, Framework, Scripting, Agile Methodology, Customization, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Data Analytics, AWS, Coding, Analytics, Big Data, Data Bricks, Software Development, Pyspark, Data Processing, Agile, Framework, Web Services, Workflow, Product Quality, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Testing, Software Engineering, Python, Software, Coding, Software Development, Agile, Technical Skills, Framework, Debugging, Workflow, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Architecture, Coding, Servicenow, Automation, Software Development, Customer Service Management, Agile, Troubleshooting, Framework, Scripting, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Servicenow, Javascript, HTML, CSS, API, Agile, Spring, Continuous Improvement, Technical Skills, Framework, jQuery, Hibernate, Workflow, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Coding, Programming, Film Production, Languages, Agile, Continuous Improvement, Framework, System Integration, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
AI / ML Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,12,17,1739999.0,1930000.0,"Data Science, Python, Networking, Artificial Intelligence, Architecture, Machine Learning, C++, Cloud, Computer Vision, ML, Natural Language Processing, Deep Learning, Chatbot, Tensorflow, Image Processing, Opencv, Neural Networks, Framework, Keras",Ai Ml Engineer,71603921,1834999.5,14.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Incident Management, Agile, Problem Management, Scrum, Technical Skills, Framework, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Testing, Software Engineering, Architecture, Coding, Software Development, Problem Solving, Agile, Technical Skills, Framework, Agile Methodology, Software Solutions, Workday Core HCM",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Testing, Software Engineering, Java, Coding, Development, Communication Skills, Agile, Technical Skills, Kronos, Framework, Debugging, Software Design, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Python, Java, Coding, Javascript, HTML, MySQL, CSS, Software Development, C, PTC, Agile, Windchill, Technical Skills, Framework, jQuery, Agile Methodology, Canoe, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Coimbatore,3,8,800000.0,880000.0,"Software Engineering, Data Analytics, Java, Coding, Javascript, Cloud, ETL, Programming, Data Bricks, Development, Languages, Agile, Integration, Technical Skills, Framework, Data Integration, Software Solutions",Software Engineer,3,840000.0,5.5
